TileSizeX :, 64, TileSizeY : ,64
TileCount :, 25, TileCount : ,24
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,14,14,14
14,15,23,23,23,23,23,23,23,24,38,38,25,25,25,25,25,25,51,12,51,13,14,14,14
14,15,23,23,23,23,23,23,23,24,38,38,38,25,25,25,25,25,51,25,25,13,14,14,14
14,15,23,23,23,23,23,23,23,24,38,38,25,25,25,25,25,25,51,25,25,13,14,14,14
14,15,23,23,23,23,23,23,23,24,38,38,25,25,25,48,49,49,50,25,25,13,14,14,14
14,15,23,23,23,23,23,23,23,24,25,25,25,25,25,51,25,25,25,12,25,13,14,14,14
14,15,23,23,23,23,23,23,23,24,25,25,25,25,25,51,25,25,25,25,12,13,14,14,14
14,15,10,10,10,10,21,23,23,24,25,25,25,25,25,48,49,49,50,25,25,0,1,1,1
14,15,25,25,25,25,22,23,23,24,25,25,25,25,25,25,25,25,25,25,25,51,51,51,12
14,15,25,25,25,25,22,23,23,24,25,25,25,25,25,25,25,25,12,51,51,51,51,51,51
14,15,25,25,25,25,9,10,10,11,25,25,25,25,25,25,25,25,25,51,51,51,51,51,51
14,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,51,51,51,51,51
14,29,27,27,27,28,25,25,25,25,25,25,25,25,25,25,25,25,25,25,51,26,27,27,27
14,14,14,14,14,15,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,29,27,27,28,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,14,14,14,15,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,14,14,14,15,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,14,14,14,15,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,14,14,14,15,25,25,25,25,25,25,25,25,25,25,25,25,13,14,14,14
14,14,14,14,14,14,14,14,29,27,27,27,27,27,27,27,27,27,27,27,27,30,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
