TileSizeX :, 64, TileSizeY : ,64
TileCount :, 54, TileCount : ,25
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,14,14,14
12,12,12,12,12,12,12,12,12,12,12,12,12,12,39,40,41,40,12,12,12,12,41,40,39,41,12,12,12,38,38,38,38,39,40,39,41,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,38,38,38,38,38,12,12,48,49,49,49,12,12,12,12,12,12,12,12,12,12,48,49,49,13,14,14,14
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,12,12,12,12,12,12,26,27,27,27,27,27,27,28,12,12,12,12,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,38,38,12,12,12,12,13,14,14,14,14,14,14,15,12,48,49,50,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,38,48,49,49,49,12,13,14,14,14,14,14,14,15,12,12,12,12,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,12,12,12,12,12,12,0,1,1,1,1,1,1,2,12,12,12,12,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,48,49,49,49,12,12,12,12,12,12,12,12,12,12,48,49,50,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,12,48,49,49,49,50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,12,12,12,12,12,12,12,12,26,27,27,27,27,27,27,28,12,12,12,12,12,12,26,27,27,27,27,27,27,28,12,12,12,12,13,14,14,14
14,14,14,14,14,42,1,1,1,1,1,1,1,1,1,2,12,12,12,12,12,12,12,12,0,1,1,1,1,1,1,2,12,48,49,49,50,12,0,1,1,1,1,1,1,2,12,48,49,50,0,1,1,1
14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,14,14,14,14,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,14,14,14,14,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
